,empty,ocupied,doctor,nurse,patient,resting,idle_nurse,idle_doctor,walking,in-admission,in-evaluation,in-medication,leaving,in-meeting,taking-inventory,documenting,admitting,evaluating,medicating,waiting-admission,waiting-evaluation,waiting-medication
299,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
300,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
301,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
302,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
303,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
304,44,8,2,2,5,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
305,44,8,2,2,5,3,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
306,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
307,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
308,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
309,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
310,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
311,44,8,2,2,5,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
312,44,8,2,2,5,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
313,44,8,2,2,5,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
314,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
315,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
316,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
317,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
318,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
319,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
320,44,8,2,2,5,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
321,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322,44,8,2,2,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
323,44,8,2,2,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
325,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
326,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
327,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
328,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
329,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
330,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
331,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
332,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
333,44,8,2,2,6,5,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
334,43,9,2,2,6,4,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
335,43,9,2,2,6,4,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
336,43,9,2,2,6,4,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
337,43,9,2,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
338,43,9,2,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
339,43,9,2,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
340,43,9,2,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
341,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
342,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
343,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
344,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
345,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
346,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
347,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
348,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
349,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
350,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
351,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
352,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
353,43,9,2,2,6,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
354,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
355,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
356,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
357,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
358,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
359,43,9,2,2,6,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
360,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
361,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
362,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
363,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
364,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
365,43,9,2,2,6,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
366,43,9,2,2,6,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
367,43,9,2,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
369,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
370,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
371,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
372,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
373,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
374,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
375,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
376,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
377,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
378,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
379,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
380,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
381,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
382,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
383,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
384,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
385,43,9,2,2,6,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
386,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
387,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
388,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
389,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
390,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
391,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
392,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
393,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
394,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
395,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
396,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
397,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
398,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
399,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
400,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
401,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
402,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
403,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
404,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
405,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
406,43,9,2,2,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
407,43,9,2,2,6,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
408,43,9,2,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
409,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
410,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
411,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
412,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
413,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
414,43,9,2,2,6,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
415,43,9,2,2,6,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3
416,43,9,2,2,6,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,4
417,43,9,2,2,6,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3
418,43,9,2,2,6,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3
419,43,9,2,2,6,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3
420,43,9,2,2,6,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3
421,43,9,3,2,6,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,3
422,43,9,2,2,6,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,3
423,43,9,2,2,6,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,3
424,43,9,2,2,6,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,3
425,43,9,2,2,6,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,3
426,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
427,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
428,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
429,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
430,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
431,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
432,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
433,43,9,2,2,6,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2
434,43,9,2,2,6,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3
435,43,9,2,2,6,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3
436,43,9,2,2,6,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3
437,43,9,2,2,6,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3
438,43,9,2,2,6,3,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,2
439,43,9,2,2,6,3,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,2
440,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
441,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
442,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
443,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
444,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
445,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2
446,43,9,2,2,6,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2
447,43,9,2,2,6,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2
448,43,9,2,2,6,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2
449,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
450,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
451,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
452,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
453,43,9,2,2,6,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
454,43,9,2,2,6,3,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1
455,43,9,2,2,6,3,0,0,1,0,0,2,0,0,0,1,0,0,2,0,1,0
456,43,9,2,2,6,3,0,0,1,0,0,2,0,0,0,1,0,0,2,0,1,0
457,43,9,3,2,6,4,0,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0
458,43,9,2,2,6,4,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0
459,43,9,2,2,6,4,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0
460,43,9,2,2,6,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0
461,43,9,2,2,6,5,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0
462,43,9,2,2,6,5,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0
463,43,9,2,2,6,5,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
464,43,9,2,2,6,5,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
465,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
466,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
467,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
468,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
469,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
470,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
471,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
472,43,9,2,2,6,5,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
473,43,9,2,3,6,5,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
474,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
475,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
476,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
477,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
478,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
479,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
480,43,9,2,2,6,5,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
481,43,9,2,2,6,4,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0
482,43,9,2,2,6,4,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0
483,43,9,2,2,6,4,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0
484,43,9,2,2,6,4,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0
485,43,9,2,2,6,5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0
486,43,9,2,3,6,5,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0
487,43,9,2,2,6,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0
488,43,9,2,2,6,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0
489,43,9,2,2,6,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0
490,43,9,2,2,6,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0
491,43,9,2,2,6,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
492,43,9,2,2,6,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
493,43,9,2,2,6,5,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0
494,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
495,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
496,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
497,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
498,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
499,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
500,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
501,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
502,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
503,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
504,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
505,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
506,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
507,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
508,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
509,43,9,2,2,6,5,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0
510,43,9,2,2,6,5,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
511,43,9,2,2,6,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
512,43,9,2,2,6,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
513,43,9,2,2,6,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
514,43,9,2,2,6,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
515,43,9,2,2,6,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
516,43,9,2,2,6,4,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0
517,43,9,2,2,6,5,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
518,43,9,2,2,6,5,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0
519,43,9,2,2,6,5,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0
520,43,9,2,2,6,5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
521,43,9,2,2,6,5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
522,43,9,2,2,6,5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
523,43,9,2,2,6,5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
524,43,9,2,2,6,5,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
525,43,9,2,2,6,5,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
526,43,9,2,2,6,5,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0
527,43,9,2,2,6,4,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1
528,43,9,2,2,6,4,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1
529,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
530,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
531,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
532,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
533,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
534,43,9,2,2,6,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2
535,43,9,2,2,6,3,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
536,43,9,2,2,6,2,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,3
537,43,9,2,2,6,2,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,3
538,43,9,2,2,6,2,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,3
539,43,9,2,2,6,2,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,3
540,43,9,2,2,6,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
541,43,9,2,2,6,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
542,43,9,2,2,6,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
543,43,9,2,2,6,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
544,43,9,2,2,6,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,5
545,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
546,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
547,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
548,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
549,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
550,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
551,43,9,2,2,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5
552,43,9,2,2,6,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5
553,43,9,2,2,6,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5
554,43,9,2,2,6,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5
555,43,9,2,2,6,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5
556,43,9,2,2,6,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5
557,43,9,2,2,6,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,5
558,43,9,2,2,6,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,5
559,43,9,2,2,6,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,5
560,43,9,2,2,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5
561,43,9,2,2,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5
562,43,9,2,2,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5
563,43,9,2,2,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5
564,43,9,2,2,6,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,5
565,43,9,2,2,6,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,4
566,43,9,2,2,6,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,4
567,43,9,2,2,6,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,4
568,43,9,2,2,6,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,3
569,43,9,2,2,6,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,3
570,43,9,2,2,6,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,3
571,43,9,2,2,6,1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,3
572,43,9,2,2,6,1,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,3
573,43,9,2,2,6,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,3
574,43,9,2,2,6,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3
575,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
576,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
577,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
578,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
579,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
580,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
581,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
582,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
583,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
584,43,9,2,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
585,43,9,2,2,6,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3
586,43,9,2,2,6,3,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2
587,43,9,2,2,6,3,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2
588,43,9,2,2,6,3,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2
589,43,9,2,2,6,3,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1
590,43,9,2,2,6,3,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1
591,43,9,2,2,6,3,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1
592,43,9,2,2,6,3,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1
593,43,9,2,2,6,3,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,1
594,43,9,2,2,6,4,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
595,43,9,2,2,6,4,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
596,43,9,2,2,6,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
597,43,9,2,2,6,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
598,43,9,2,2,6,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1
599,43,9,2,2,6,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1
