,empty,ocupied,doctor,nurse,patient,resting,idle_nurse,idle_doctor,walking,in-admission,in-evaluation,in-medication,leaving,in-meeting,taking-inventory,documenting,admitting,evaluating,medicating,waiting-admission,waiting-evaluation,waiting-medication
98,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
99,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
100,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
101,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
102,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
103,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
104,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
105,48,4,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
106,48,4,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
107,48,4,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
108,48,4,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
109,48,4,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
110,48,4,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
111,48,4,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
112,48,4,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0
113,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
114,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
115,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
116,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
117,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
118,48,4,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
119,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
120,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
121,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
122,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
123,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
124,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
125,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
126,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
127,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
128,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
129,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
130,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
131,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
132,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
133,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
134,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
135,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
136,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
137,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
138,48,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
139,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
140,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
141,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
142,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
143,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
144,48,4,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
145,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
146,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
147,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
148,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
149,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
150,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
151,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
152,48,4,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
153,48,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,48,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,48,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,48,4,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,47,5,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,47,5,2,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
169,47,5,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
170,47,5,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
171,47,5,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
172,47,5,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
173,47,5,2,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
174,47,5,2,2,4,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
175,46,6,2,2,5,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1
176,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
177,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
178,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
179,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
180,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
181,44,8,2,2,5,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,1
182,44,8,2,2,5,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,1
183,44,8,2,2,5,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,1
184,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
185,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
186,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
187,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
188,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
189,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
190,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
191,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
192,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
193,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
194,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
195,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
196,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
197,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
198,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
199,44,8,2,2,5,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2
200,44,8,2,2,5,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,2
201,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
202,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
203,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
204,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
205,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
206,44,8,2,2,5,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2
207,44,8,2,2,5,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2
208,44,8,2,2,5,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,2
209,44,8,2,2,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,2
210,44,8,2,2,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,2
211,44,8,2,2,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,2
212,44,8,2,2,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,2
213,44,8,2,2,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,2
214,44,8,2,2,5,0,0,0,2,0,1,1,0,0,0,0,0,1,1,1,1,1
215,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
216,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
217,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
218,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
219,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
220,44,8,2,2,5,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,1
221,44,8,2,2,5,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,0,0
222,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
223,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
224,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
225,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
226,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
227,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
228,44,8,2,2,5,1,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0
229,44,8,2,2,5,3,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0
230,44,8,2,2,5,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0
231,44,8,2,2,5,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0
232,44,8,2,2,5,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0
233,44,8,2,2,5,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0
234,44,8,2,2,5,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0
235,44,8,2,2,5,3,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0
236,44,8,2,2,5,3,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0
237,44,8,2,2,5,3,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0
238,44,8,2,2,5,3,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0
239,44,8,2,2,5,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0
240,44,8,2,2,5,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0
241,44,8,2,2,5,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0
242,44,8,2,2,5,4,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
243,44,8,2,2,5,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
244,44,8,2,2,5,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
245,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
246,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
247,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
248,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
249,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
250,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
251,44,8,2,2,5,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
252,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
253,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
254,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
255,44,8,2,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
256,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
257,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
258,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
259,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
260,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
261,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
262,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
263,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
264,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
265,44,8,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
266,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
267,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
268,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
269,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
270,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
271,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
272,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
273,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
274,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
275,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
276,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
278,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
279,44,8,2,2,5,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
280,44,8,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,44,8,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,44,8,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,44,8,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,44,8,2,2,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
285,44,8,2,2,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,44,8,2,2,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287,44,8,2,2,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,44,8,2,2,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,44,8,2,2,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
290,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
291,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
292,44,8,2,2,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
293,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
294,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
295,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
296,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
297,44,8,2,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
298,44,8,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
